anio mes dia dia_semana hora_inicio hora_fin actividad_base modalidad centro plazas ocupadas libres tipo_actividad
2026 1 30 viernes 09:00 10:30 uso_sala_multitrabajo ninguna Hortaleza 30 29 1 uso_libre
2026 1 30 viernes 09:00 10:30 uso_sala_multitrabajo ninguna Hortaleza 10 5 5 uso_libre
2026 1 30 viernes 09:00 09:30 entrevista_deportiva_atp_con_prescripcion ninguna Jose_Maria_Cagigal 1 1 0 entrevista_deportiva_sanitaria
2026 1 30 viernes 09:00 10:00 nado_libre ninguna Jose_Maria_Cagigal 10 5 5 uso_libre
2026 1 30 viernes 09:00 10:00 nado_libre calles_lateral Jose_Maria_Cagigal 8 2 6 uso_libre
2026 1 30 viernes 09:00 10:30 uso_sala_multitrabajo ninguna Jose_Maria_Cagigal 10 10 0 uso_libre
2026 1 30 viernes 09:00 10:00 uso_de vaso_ensenanza Jose_Maria_Cagigal 8 1 7 uso_libre
2026 1 30 viernes 09:00 10:00 nado_libre ninguna Juan_de_Dios_Roman 6 6 0 uso_libre
2026 1 30 viernes 09:00 10:00 nado_libre ninguna Juan_de_Dios_Roman 20 18 2 uso_libre
2026 1 30 viernes 09:00 10:00 pilates ninguna Juan_de_Dios_Roman 20 20 0 actividad_dirigida
2026 1 30 viernes 09:00 10:00 uso_de vaso_ensenanza Juan_de_Dios_Roman 10 8 2 uso_libre
2026 1 30 viernes 09:00 09:20 entrevista_deportiva_atp_multidisciplinar ninguna La_Chopera 1 0 1 entrevista_deportiva_sanitaria
2026 1 30 viernes 09:00 10:30 uso_sala_multitrabajo ninguna La_Elipa 15 15 0 uso_libre
2026 1 30 viernes 09:00 10:00 calistenia ninguna La_Maso 20 0 20 actividad_dirigida
2026 1 30 viernes 09:00 10:00 nado_libre ninguna La_Maso 20 20 0 uso_libre
2026 1 30 viernes 09:00 10:00 nado_libre ninguna La_Maso 10 4 6 uso_libre
2026 1 30 viernes 09:00 09:45 natacion_acondicionamiento ninguna La_Maso 15 3 12 actividad_dirigida
2026 1 30 viernes 09:00 09:30 uso_sala_multitrabajo ninguna La_Maso 12 12 0 uso_libre
2026 1 30 viernes 09:00 10:00 uso_de vaso_ensenanza La_Maso 16 11 5 uso_libre
2026 1 30 viernes 09:00 10:30 uso_sala_musculacion ninguna Las_Cruces 90 85 5 uso_libre
2026 1 30 viernes 09:00 10:00 nado_libre ninguna Luis_Aragones 16 16 0 uso_libre
2026 1 30 viernes 09:00 10:30 sala_multitrabajo ninguna Luis_Aragones 35 35 0 uso_libre
2026 1 30 viernes 09:00 10:00 uso_de vaso_ensenanza Luis_Aragones 15 5 10 uso_libre
2026 1 30 viernes 09:00 10:00 nado_libre ninguna Margot_Moles 20 4 16 uso_libre
2026 1 30 viernes 09:00 10:00 nado_libre ninguna Margot_Moles 60 10 50 uso_libre
2026 1 30 viernes 09:00 10:00 uso_pista_atletismo ninguna Margot_Moles 50 16 34 uso_libre
2026 1 30 viernes 09:00 10:00 nado_libre ninguna Maria_Jesus_Rosa 4 0 4 uso_libre
2026 1 30 viernes 09:00 10:00 nado_libre ninguna Maria_Jesus_Rosa 12 12 0 uso_libre
2026 1 30 viernes 09:00 10:30 uso_sala_cardio ninguna Maria_Jesus_Rosa 10 9 1 uso_libre
2026 1 30 viernes 09:00 10:00 nado_libre ninguna Marques_de_Samaranch 48 38 10 uso_libre
2026 1 30 viernes 09:00 10:00 nado_libre calles_lateral Marques_de_Samaranch 16 9 7 uso_libre
2026 1 30 viernes 09:00 10:00 pilates ninguna Marques_de_Samaranch 20 20 0 actividad_dirigida
2026 1 30 viernes 09:00 10:30 uso_sala_musculacion ninguna Marques_de_Samaranch 30 30 0 uso_libre
2026 1 30 viernes 09:00 10:00 uso_de vaso_ensenanza Marques_de_Samaranch 12 1 11 uso_libre
2026 1 30 viernes 09:00 10:30 uso_sala_multitrabajo ninguna Miguel_Guillen_Prim 12 12 0 uso_libre
2026 1 30 viernes 09:00 09:15 entrevista_deportiva_atp_con_prescripcion ninguna Moratalaz 1 0 1 entrevista_deportiva_sanitaria
2026 1 30 viernes 09:00 10:00 nado_libre ninguna Moratalaz 20 20 0 uso_libre
2026 1 30 viernes 09:00 09:45 natacion_acondicionamiento ninguna Moratalaz 12 3 9 actividad_dirigida
2026 1 30 viernes 09:00 09:45 pilates_acuatico_sobre_tabla ninguna Moratalaz 7 2 5 actividad_dirigida
2026 1 30 viernes 09:00 10:00 uso_pista_patinaje ninguna Moratalaz 15 0 15 uso_libre
2026 1 30 viernes 09:00 10:30 uso_sala_multitrabajo ninguna Moratalaz 20 20 0 uso_libre
2026 1 30 viernes 09:00 09:45 aletas_acondicionamiento ninguna Orcasitas 6 0 6 actividad_dirigida
2026 1 30 viernes 09:00 10:00 nado_libre ninguna Orcasitas 20 20 0 uso_libre
2026 1 30 viernes 09:00 10:00 uso_pista_atletismo ninguna Orcasitas 75 19 56 uso_libre
2026 1 30 viernes 09:00 10:30 uso_sala_multitrabajo ninguna Orcasitas 30 30 0 uso_libre
2026 1 30 viernes 09:00 10:30 uso_sala_musculacion ninguna Orcasur 25 24 1 uso_libre
2026 1 30 viernes 09:00 10:00 nado_libre bordillo Palomeras 8 6 2 uso_libre
2026 1 30 viernes 09:00 10:00 nado_libre calles_central Palomeras 10 7 3 uso_libre
2026 1 30 viernes 09:00 10:00 uso_pista_atletismo ninguna Palomeras 50 8 42 uso_libre
2026 1 30 viernes 09:00 10:30 uso_sala_multitrabajo ninguna Palomeras 30 30 0 uso_libre
2026 1 30 viernes 09:00 10:00 uso vaso_ensenanza Palomeras 10 1 9 uso_libre
2026 1 30 viernes 09:00 10:00 nado_libre ninguna Plata_y_Castanar 15 15 0 uso_libre
2026 1 30 viernes 09:00 10:00 nado_libre ninguna Plata_y_Castanar 15 2 13 uso_libre
2026 1 30 viernes 09:00 10:00 nado_libre ninguna Plata_y_Castanar 15 1 14 uso_libre
2026 1 30 viernes 09:00 09:45 natacion_acondicionamiento ninguna Plata_y_Castanar 15 0 15 actividad_dirigida
2026 1 30 viernes 09:00 10:00 combinada_sala ninguna Playa_Victoria 15 7 8 actividad_dirigida
2026 1 30 viernes 09:00 10:00 nado_libre ninguna Playa_Victoria 10 5 5 uso_libre
2026 1 30 viernes 09:00 10:00 nado_libre ninguna Playa_Victoria 10 8 2 uso_libre
2026 1 30 viernes 09:00 09:45 natacion_acondicionamiento ninguna Playa_Victoria 12 2 10 actividad_dirigida
2026 1 30 viernes 09:00 10:00 entrenamiento_funcional ninguna Pradillo 18 18 0 actividad_dirigida
2026 1 30 viernes 09:00 10:00 nado_libre ninguna Pradillo 6 2 4 uso_libre
2026 1 30 viernes 09:00 10:00 nado_libre ninguna Pradillo 24 22 2 uso_libre
2026 1 30 viernes 09:00 10:00 nado_libre ninguna Pradillo 8 3 5 uso_libre
2026 1 30 viernes 09:00 10:00 nado_libre bordillo Pradillo 2 0 2 uso_libre
2026 1 30 viernes 09:00 10:30 uso_sala_multitrabajo ninguna Pradillo 40 40 0 uso_libre
2026 1 30 viernes 09:00 10:30 uso_sala_multitrabajo ninguna Pradillo 2 1 1 uso_libre
2026 1 30 viernes 09:00 10:00 uso_de vaso_ensenanza Pradillo 6 2 4 uso_libre
2026 1 30 viernes 09:00 10:00 uso vaso_ensenanza Pradillo 2 0 2 uso_libre
2026 1 30 viernes 09:00 10:00 nado_libre ninguna Pueblo_Nuevo 50 0 50 uso_libre
2026 1 30 viernes 09:00 10:30 uso_sala_multitrabajo ninguna Pueblo_Nuevo 15 0 15 uso_libre
2026 1 30 viernes 09:00 10:00 uso vaso_ensenanza Pueblo_Nuevo 20 0 20 uso_libre
2026 1 30 viernes 09:00 09:45 ciclo_sala ninguna San_Blas 20 11 9 actividad_dirigida
2026 1 30 viernes 09:00 10:00 nado_libre ninguna San_Blas 12 12 0 uso_libre
2026 1 30 viernes 09:00 10:00 nado_libre ninguna San_Blas 12 4 8 uso_libre
2026 1 30 viernes 09:00 09:15 prueba_de_nivel_de_natacion ninguna San_Blas 1 0 1 prueba_de_nivel
2026 1 30 viernes 09:00 21:00 utilizacion_polideportiva ninguna San_Blas 15 0 15 uso_libre
2026 1 30 viernes 09:00 10:30 uso_sala_multitrabajo ninguna San_Cristobal 88 56 32 uso_libre
2026 1 30 viernes 09:00 10:00 fuerza_en_sala_multitrabajo_mayores_65 ninguna San_Juan_Bautista 5 5 0 actividad_dirigida
2026 1 30 viernes 09:00 10:00 nado_libre ninguna San_Juan_Bautista 60 22 38 uso_libre
2026 1 30 viernes 09:00 10:30 uso_sala_multitrabajo ninguna San_Juan_Bautista 13 13 0 uso_libre
2026 1 30 viernes 09:00 10:00 pilates_mesd ninguna Torrespana 12 9 3 actividad_dirigida
2026 1 30 viernes 09:00 10:30 uso_sala_multitrabajo ninguna Torrespana 6 6 0 uso_libre
2026 1 30 viernes 09:00 10:00 yoga ninguna Torrespana 12 12 0 actividad_dirigida
2026 1 30 viernes 09:00 10:00 nado_libre calles_central Triangulo_de_Oro 40 10 30 uso_libre
2026 1 30 viernes 09:00 10:00 nado_libre calles_bordillo Triangulo_de_Oro 10 7 3 uso_libre
2026 1 30 viernes 09:00 10:00 pilates ninguna Triangulo_de_Oro 20 20 0 actividad_dirigida
2026 1 30 viernes 09:00 10:30 uso_sala_multitrabajo ninguna Triangulo_de_Oro 80 80 0 uso_libre
2026 1 30 viernes 09:00 10:30 uso_sala_multitrabajo ninguna Vicente_del_Bosque 25 22 3 uso_libre
2026 1 30 viernes 09:00 10:00 nado_libre ninguna Wilfred_Agbonavbare 72 28 44 uso_libre
2026 1 30 viernes 09:00 19:00 prueba_de_nivel_de_natacion ninguna Wilfred_Agbonavbare 45 0 45 prueba_de_nivel
2026 1 30 viernes 09:00 10:30 uso_sala_musculacion ninguna Wilfred_Agbonavbare 25 25 0 uso_libre
2026 1 30 viernes 09:05 09:35 entrevista_deportiva_atp_con_prescripcion ninguna Fernando_Martin 1 0 1 entrevista_deportiva_sanitaria
2026 1 30 viernes 09:15 10:45 uso_libre_sala_de_musculacion_90 ninguna Centro_Integrado_Arganzuela 36 36 0 uso_libre
2026 1 30 viernes 09:15 10:00 cubogym_cross_training_funcional ninguna El_Espinillo 12 0 12 actividad_dirigida
2026 1 30 viernes 09:15 10:00 fitness_acuatico ninguna El_Espinillo 12 9 3 actividad_dirigida
2026 1 30 viernes 09:15 10:00 gimnasia_acuatica ninguna Fuente_del_Berro 15 0 15 actividad_dirigida
2026 1 30 viernes 09:15 10:00 aquaruning ninguna Las_Cruces 20 11 9 actividad_dirigida
2026 1 30 viernes 09:15 09:30 entrevista_deportiva_atp_con_prescripcion ninguna Moratalaz 1 0 1 entrevista_deportiva_sanitaria
2026 1 30 viernes 09:15 10:15 fitness ninguna Orcasur 15 9 6 actividad_dirigida
2026 1 30 viernes 09:15 10:15 pilates ninguna Plata_y_Castanar 14 14 0 actividad_dirigida
2026 1 30 viernes 09:15 10:15 uso_sauna ninguna Pradillo 4 4 0 uso_libre
2026 1 30 viernes 09:15 10:15 uso_sauna ninguna Pradillo 4 4 0 uso_libre
2026 1 30 viernes 09:15 10:15 pilates ninguna Pueblo_Nuevo 15 0 15 actividad_dirigida
2026 1 30 viernes 09:15 10:00 aletas_acondicionamiento ninguna San_Blas 8 3 5 actividad_dirigida
2026 1 30 viernes 09:15 09:30 prueba_de_nivel_de_natacion ninguna San_Blas 1 0 1 prueba_de_nivel
2026 1 30 viernes 09:15 10:00 cubo_gym_cross_training_funcional ninguna Wilfred_Agbonavbare 15 15 0 actividad_dirigida
2026 1 30 viernes 09:15 10:00 fitness_acuatico ninguna Wilfred_Agbonavbare 15 3 12 actividad_dirigida
2026 1 30 viernes 09:20 09:50 estiramientos_relajacion ninguna Antonio_Diaz_Miguel 18 7 11 actividad_dirigida
2026 1 30 viernes 09:20 09:40 entrevista_deportiva_atp_multidisciplinar ninguna La_Chopera 1 0 1 entrevista_deportiva_sanitaria
2026 1 30 viernes 09:25 10:25 nado_libre ninguna Francisco_Fernandez_Ochoa 80 54 26 uso_libre
2026 1 30 viernes 09:30 10:30 nado_libre ninguna Aluche 10 10 0 uso_libre
2026 1 30 viernes 09:30 10:30 nado_libre ninguna Aluche 5 5 0 uso_libre
2026 1 30 viernes 09:30 10:30 ciclo_sala_virtual ninguna Antonio_Diaz_Miguel 15 2 13 actividad_dirigida
2026 1 30 viernes 09:30 10:30 entrenamiento_funcional ninguna Antonio_Diaz_Miguel 18 18 0 actividad_dirigida
2026 1 30 viernes 09:30 10:30 nado_libre calles_central Barajas 16 10 6 uso_libre
2026 1 30 viernes 09:30 10:30 estiramientos_relajacion ninguna Blanca_Fernandez_Ochoa 20 20 0 actividad_dirigida
2026 1 30 viernes 09:30 10:45 caminar_por_madrid ninguna Centro_Integrado_Arganzuela 15 12 3 actividad_dirigida
2026 1 30 viernes 09:30 10:30 estiramientos_relajacion ninguna Ciudad_de_los_Poetas 35 35 0 actividad_dirigida
2026 1 30 viernes 09:30 10:30 nado_libre ninguna Concepcion 30 23 7 uso_libre
2026 1 30 viernes 09:30 10:30 nado_libre ninguna Concepcion 10 0 10 uso_libre
2026 1 30 viernes 09:30 10:30 pilates ninguna Concepcion 20 20 0 actividad_dirigida
2026 1 30 viernes 09:30 10:30 pilates_mananas ninguna El_Quijote 20 20 0 actividad_dirigida
2026 1 30 viernes 09:30 10:30 uso_pista_atletismo ninguna Estadio_Vallehermoso 70 3 67 uso_libre
2026 1 30 viernes 09:30 11:30 uso_rocodromo ninguna Eva_Duarte 4 0 4 uso_libre
2026 1 30 viernes 09:30 10:15 aquagym ninguna Francisco_Fernandez_Ochoa 30 29 1 actividad_dirigida
2026 1 30 viernes 09:30 11:00 uso_sala_multitrabajo ninguna Fuente_del_Berro 12 0 12 uso_libre
2026 1 30 viernes 09:30 09:45 entrevista_deportiva_atp_con_prescripcion ninguna Gallur 1 1 0 entrevista_deportiva_sanitaria
2026 1 30 viernes 09:30 10:30 nado_libre ninguna Gallur 5 5 0 uso_libre
2026 1 30 viernes 09:30 10:30 nado_libre ninguna Gallur 20 20 0 uso_libre
2026 1 30 viernes 09:30 10:30 nado_libre bordillo Gallur 5 5 0 uso_libre
2026 1 30 viernes 09:30 10:30 nado_libre central Gallur 10 0 10 uso_libre
2026 1 30 viernes 09:30 11:00 sala_musculacion ninguna Gallur 15 15 0 uso_libre
2026 1 30 viernes 09:30 11:00 uso_sala_musculacion ninguna Gallur 20 20 0 uso_libre
2026 1 30 viernes 09:30 10:00 entrenamiento_funcional_expres ninguna Gimnasio_Moscardo 15 11 4 actividad_dirigida
2026 1 30 viernes 09:30 10:30 nado_libre ninguna Jose_Maria_Cagigal 10 8 2 uso_libre
2026 1 30 viernes 09:30 11:00 uso_sala_multitrabajo ninguna Jose_Maria_Cagigal 8 8 0 uso_libre
2026 1 30 viernes 09:30 10:15 carrera_acuatica ninguna La_Almudena 8 0 8 actividad_dirigida
2026 1 30 viernes 09:30 09:45 pruebas_de_nivel_natacion ninguna La_Almudena 3 1 2 prueba_de_nivel
2026 1 30 viernes 09:30 10:00 prueba_de_nivel_padel ninguna La_Bombilla 3 0 3 prueba_de_nivel
2026 1 30 viernes 09:30 10:00 prueba_de_nivel_tenis ninguna La_Bombilla 3 1 2 prueba_de_nivel
2026 1 30 viernes 09:30 10:30 fuerza_en_sala_multitrabajo ninguna La_Elipa 6 6 0 actividad_dirigida
2026 1 30 viernes 09:30 10:00 uso_sala_multitrabajo ninguna La_Maso 12 12 0 uso_libre
2026 1 30 viernes 09:30 10:30 nado_libre ninguna Las_Cruces 60 42 18 uso_libre
2026 1 30 viernes 09:30 11:00 uso_musculacion_los_caprichos ninguna Los_Caprichos 5 1 4 uso_libre
2026 1 30 viernes 09:30 10:30 uso_de vaso_ensenanza Maria_Jesus_Rosa 7 7 0 uso_libre
2026 1 30 viernes 09:30 10:30 de vaso_ensenanza Maria_Jesus_Rosa 2 0 2 uso_libre
2026 1 30 viernes 09:30 09:50 entrevista_deportiva_atp_multidisciplinar ninguna Moratalaz 1 1 0 entrevista_deportiva_sanitaria
2026 1 30 viernes 09:30 09:45 prueba_de_nivel_de_natacion ninguna San_Blas 1 1 0 prueba_de_nivel
2026 1 30 viernes 09:30 10:30 pilates ninguna San_Cristobal 10 10 0 actividad_dirigida
2026 1 30 viernes 09:30 11:00 uso_sala_multitrabajo ninguna Torrespana 6 6 0 uso_libre
2026 1 30 viernes 09:45 10:30 fuerza_sala_multitrabajo_mananas_45 ninguna El_Quijote 10 6 4 actividad_dirigida
2026 1 30 viernes 09:45 10:00 prueba_de_nivel_natacion ninguna Faustina_Valladolid 5 0 5 prueba_de_nivel
2026 1 30 viernes 09:45 10:00 entrevista_deportiva_atp_con_prescripcion ninguna Gallur 1 1 0 entrevista_deportiva_sanitaria
2026 1 30 viernes 09:45 10:00 pruebas_de_nivel_natacion ninguna La_Almudena 3 0 3 prueba_de_nivel
2026 1 30 viernes 09:45 10:30 cubo_gym_cross_training_funcional ninguna La_Fundi 12 3 9 actividad_dirigida
2026 1 30 viernes 09:45 11:15 uso_sala_musculacion ninguna La_Fundi 30 30 0 uso_libre
2026 1 30 viernes 09:45 10:30 fitness_acuatico ninguna Maria_Jesus_Rosa 14 14 0 actividad_dirigida
2026 1 30 viernes 09:45 10:30 natacion_acondicionamiento ninguna Maria_Jesus_Rosa 9 2 7 actividad_dirigida
2026 1 30 viernes 09:45 10:30 carrera_acuatica ninguna Palomeras 12 11 1 actividad_dirigida
2026 1 30 viernes 09:45 10:30 natacion_acondicionamiento ninguna Plata_y_Castanar 15 1 14 actividad_dirigida
2026 1 30 viernes 09:45 10:00 prueba_de_nivel_de_natacion ninguna San_Blas 1 0 1 prueba_de_nivel
2026 1 30 viernes 10:00 11:00 estiramientos_relajacion ninguna Alfredo_Goyeneche 18 18 0 actividad_dirigida
2026 1 30 viernes 10:00 11:00 nado_libre ninguna Alfredo_Goyeneche 20 15 5 uso_libre
2026 1 30 viernes 10:00 10:45 fitness_acuatico ninguna Aluche 15 15 0 actividad_dirigida
2026 1 30 viernes 10:00 10:30 fuerza_g_a_p ninguna Aluche 16 16 0 actividad_dirigida
2026 1 30 viernes 10:00 11:00 gimnasia_suave ninguna Aluche 30 10 20 actividad_dirigida
2026 1 30 viernes 10:00 11:00 uso_pista_atletismo ninguna Aluche 100 8 92 uso_libre
2026 1 30 viernes 10:00 11:30 uso_sala_multitrabajo ninguna Aluche 45 45 0 uso_libre
2026 1 30 viernes 10:00 10:45 uso_de_sauna ninguna Aluche 1 1 0 uso_libre
2026 1 30 viernes 10:00 10:45 uso_de_sauna ninguna Aluche 1 1 0 uso_libre
2026 1 30 viernes 10:00 11:00 uso_libre_patinaje ninguna Aluche 20 0 20 uso_libre
2026 1 30 viernes 10:00 11:30 uso_sala_multitrabajo ninguna Antiguo_Canodromo 30 0 30 uso_libre
2026 1 30 viernes 10:00 11:00 fitness_b_combat ninguna Antonio_Diaz_Miguel 23 16 7 actividad_dirigida
2026 1 30 viernes 10:00 11:00 nado_libre ninguna Antonio_Diaz_Miguel 60 14 46 uso_libre
2026 1 30 viernes 10:00 11:30 uso_sala_musculacion ninguna Barajas 35 35 0 uso_libre
2026 1 30 viernes 10:00 11:00 nado_libre ninguna Blanca_Fernandez_Ochoa 20 10 10 uso_libre
2026 1 30 viernes 10:00 12:00 correr_por_madrid ninguna Casa_de_Campo 25 2 23 actividad_dirigida
2026 1 30 viernes 10:00 11:00 nado_libre calles_intermedia Centro_Integrado_Arganzuela 10 10 0 uso_libre
2026 1 30 viernes 10:00 11:00 nado_libre calles_intermedia Centro_Integrado_Arganzuela 10 10 0 uso_libre
2026 1 30 viernes 10:00 11:00 nado_libre calles_lateral Centro_Integrado_Arganzuela 8 5 3 uso_libre
2026 1 30 viernes 10:00 11:00 pilates_mesd ninguna Centro_Integrado_Arganzuela 20 18 2 actividad_dirigida
2026 1 30 viernes 10:00 11:00 nado_libre ninguna Cerro_Almodovar 8 6 2 uso_libre
2026 1 30 viernes 10:00 11:00 nado_libre ninguna Cerro_Almodovar 40 8 32 uso_libre
2026 1 30 viernes 10:00 11:00 uso_pista_atletismo ninguna Concepcion 10 0 10 uso_libre
2026 1 30 viernes 10:00 11:00 cubo_gym_cross_training_funcional_mayores ninguna Cubo_Gym_Chamartin 20 0 20 actividad_dirigida
2026 1 30 viernes 10:00 11:00 cubo_gym_cross_training_funcional_mayores ninguna Cubo_Gym_Madrid_Rio 20 0 20 actividad_dirigida
2026 1 30 viernes 10:00 11:00 cubo_gym_cross_training_funcional ninguna Cubo_Gym_Retiro 20 0 20 actividad_dirigida
2026 1 30 viernes 10:00 11:00 nado_libre ninguna Daoiz_y_Velarde 7 7 0 uso_libre
2026 1 30 viernes 10:00 11:00 nado_libre ninguna Daoiz_y_Velarde 10 10 0 uso_libre
2026 1 30 viernes 10:00 11:00 nado_libre ninguna Daoiz_y_Velarde 10 10 0 uso_libre
2026 1 30 viernes 10:00 11:00 nado_libre ninguna Daoiz_y_Velarde 3 1 2 uso_libre
2026 1 30 viernes 10:00 11:00 pilates_mesd ninguna Daoiz_y_Velarde 20 20 0 actividad_dirigida
2026 1 30 viernes 10:00 11:00 uso_de vaso_ensenanza Daoiz_y_Velarde 10 6 4 uso_libre
2026 1 30 viernes 10:00 11:00 nado_libre ninguna El_Espinillo 35 26 9 uso_libre
2026 1 30 viernes 10:00 10:15 prueba_de_nivel_de_natacion ninguna El_Espinillo 2 0 2 prueba_de_nivel
2026 1 30 viernes 10:00 11:00 uso_libre_de vaso_ensenanza El_Espinillo 10 4 6 uso_libre
2026 1 30 viernes 10:00 10:45 aletas_acondicionamiento ninguna Entrevias 10 0 10 actividad_dirigida
2026 1 30 viernes 10:00 11:30 caminar_por_madrid ninguna Entrevias 20 0 20 actividad_dirigida
2026 1 30 viernes 10:00 11:00 nado_libre bordillo Entrevias 8 4 4 uso_libre
2026 1 30 viernes 10:00 11:00 nado_libre calles_central Entrevias 16 2 14 uso_libre
2026 1 30 viernes 10:00 11:00 uso_pista_atletismo ninguna Estadio_Vallehermoso 70 3 67 uso_libre
2026 1 30 viernes 10:00 10:45 barcas_estanque_del_retiro ninguna Estanque_del_Retiro 20 0 20 barca_de_recreo
2026 1 30 viernes 10:00 10:45 gimnasia_acuatica ninguna Faustina_Valladolid 18 17 1 actividad_dirigida
2026 1 30 viernes 10:00 11:00 nado_libre ninguna Faustina_Valladolid 12 12 0 uso_libre
2026 1 30 viernes 10:00 11:30 sala_de_musculacion ninguna Felix_Rubio 12 12 0 uso_libre
2026 1 30 viernes 10:00 11:00 nado_libre ninguna Fernando_Martin 24 13 11 uso_libre
2026 1 30 viernes 10:00 11:00 bodypump ninguna Francisco_Fernandez_Ochoa 25 25 0 actividad_dirigida
2026 1 30 viernes 10:00 11:00 ciclo_sala_virtual ninguna Francisco_Fernandez_Ochoa 36 8 28 actividad_dirigida
2026 1 30 viernes 10:00 11:00 fitness_cross ninguna Francisco_Fernandez_Ochoa 12 0 12 actividad_dirigida
2026 1 30 viernes 10:00 11:00 zumba ninguna Francisco_Fernandez_Ochoa 32 0 32 actividad_dirigida
2026 1 30 viernes 10:00 10:45 ciclo_sala ninguna Fuente_del_Berro 14 0 14 actividad_dirigida
2026 1 30 viernes 10:00 11:00 pilates_mesd ninguna Fuente_del_Berro 16 0 16 actividad_dirigida
2026 1 30 viernes 10:00 11:30 uso_sala_multitrabajo ninguna Fuente_del_Berro 12 0 12 uso_libre
2026 1 30 viernes 10:00 10:30 estiramientos_relajacion ninguna Gallur 15 11 4 actividad_dirigida
2026 1 30 viernes 10:00 10:30 matronatacion ninguna Gallur 8 0 8 actividad_dirigida
2026 1 30 viernes 10:00 11:00 fuerza_general ninguna Gimnasio_Moscardo 20 20 0 actividad_dirigida
2026 1 30 viernes 10:00 11:00 nado_libre bordillo Gimnasio_Moscardo 10 10 0 uso_libre
2026 1 30 viernes 10:00 11:00 nado_libre central Gimnasio_Moscardo 20 15 5 uso_libre
2026 1 30 viernes 10:00 11:00 nado_libre ninguna Hortaleza 10 10 0 uso_libre
2026 1 30 viernes 10:00 10:30 entrevista_deportiva_atp_multidisciplinar ninguna Jose_Maria_Cagigal 1 1 0 entrevista_deportiva_sanitaria
2026 1 30 viernes 10:00 11:00 nado_libre ninguna Jose_Maria_Cagigal 10 8 2 uso_libre
2026 1 30 viernes 10:00 11:30 uso_sala_multitrabajo ninguna Jose_Maria_Cagigal 8 8 0 uso_libre
2026 1 30 viernes 10:00 11:00 aerofitness ninguna Juan_de_Dios_Roman 20 20 0 actividad_dirigida
2026 1 30 viernes 10:00 11:00 fitness ninguna Juan_de_Dios_Roman 20 8 12 actividad_dirigida
2026 1 30 viernes 10:00 10:30 fitness_gap ninguna La_Almudena 10 9 1 actividad_dirigida
2026 1 30 viernes 10:00 11:00 nado_libre ninguna La_Almudena 20 18 2 uso_libre
2026 1 30 viernes 10:00 11:00 nado_libre ninguna La_Almudena 20 10 10 uso_libre
2026 1 30 viernes 10:00 11:30 uso_sala_multitrabajo ninguna La_Chopera 20 4 16 uso_libre
2026 1 30 viernes 10:00 11:00 cuerpo_mente_mayores ninguna La_Elipa 15 11 4 actividad_dirigida
2026 1 30 viernes 10:00 11:00 calistenia ninguna La_Maso 20 0 20 actividad_dirigida
2026 1 30 viernes 10:00 11:00 nado_libre ninguna La_Maso 20 20 0 uso_libre
2026 1 30 viernes 10:00 10:30 uso_sala_multitrabajo ninguna La_Maso 12 12 0 uso_libre
2026 1 30 viernes 10:00 11:00 uso_de vaso_ensenanza La_Maso 16 10 6 uso_libre
2026 1 30 viernes 10:00 10:45 barcas_lago_casa_campo ninguna Lago_Casa_de_Campo 11 0 11 barca_de_recreo
2026 1 30 viernes 10:00 10:45 ciclo_sala ninguna Las_Cruces 20 20 0 actividad_dirigida
2026 1 30 viernes 10:00 10:50 pilates ninguna Las_Cruces 20 20 0 actividad_dirigida
2026 1 30 viernes 10:00 10:05 prueba_de_nivel_padel ninguna Las_Cruces 2 0 2 prueba_de_nivel
2026 1 30 viernes 10:00 11:00 nado_libre ninguna Luis_Aragones 16 16 0 uso_libre
2026 1 30 viernes 10:00 11:00 nado_libre ninguna Margot_Moles 10 3 7 uso_libre
2026 1 30 viernes 10:00 11:00 nado_libre ninguna Margot_Moles 50 14 36 uso_libre
2026 1 30 viernes 10:00 11:00 uso_pista_atletismo ninguna Margot_Moles 50 41 9 uso_libre
2026 1 30 viernes 10:00 11:00 nado_libre ninguna Maria_Jesus_Rosa 4 4 0 uso_libre
2026 1 30 viernes 10:00 11:00 nado_libre ninguna Maria_Jesus_Rosa 12 12 0 uso_libre
2026 1 30 viernes 10:00 10:45 ciclo_sala ninguna Marques_de_Samaranch 11 10 1 actividad_dirigida
2026 1 30 viernes 10:00 11:00 entrenamiento_funcional ninguna Marques_de_Samaranch 20 20 0 actividad_dirigida
2026 1 30 viernes 10:00 11:00 nado_libre ninguna Marques_de_Samaranch 48 30 18 uso_libre
2026 1 30 viernes 10:00 11:00 nado_libre calles_lateral Marques_de_Samaranch 16 12 4 uso_libre
2026 1 30 viernes 10:00 11:00 uso_de vaso_ensenanza Marques_de_Samaranch 12 5 7 uso_libre
2026 1 30 viernes 10:00 11:00 combinada_sala ninguna Miguel_Guillen_Prim 16 7 9 actividad_dirigida
2026 1 30 viernes 10:00 10:45 fitness_acuatico ninguna Moratalaz 15 15 0 actividad_dirigida
2026 1 30 viernes 10:00 10:45 fitness_acuatico_mayores_de_65_anos ninguna Moratalaz 5 5 0 actividad_dirigida
2026 1 30 viernes 10:00 11:00 nado_libre ninguna Moratalaz 20 16 4 uso_libre
2026 1 30 viernes 10:00 11:00 pilates ninguna Moratalaz 14 13 1 actividad_dirigida
